"Date","Price","Open","High","Low","Vol.","Change %"
"15-02-2021","72.624","72.603","72.696","72.513","","0.04%"
"12-02-2021","72.595","72.719","72.840","72.565","","-0.16%"
"11-02-2021","72.710","72.796","72.900","72.673","","-0.12%"
"10-02-2021","72.795","72.855","72.898","72.765","","-0.08%"
"09-02-2021","72.856","72.922","72.951","72.822","","-0.11%"
"08-02-2021","72.935","72.805","73.004","72.761","","0.16%"
"05-02-2021","72.815","72.989","73.034","72.770","","-0.19%"
"04-02-2021","72.955","72.826","72.997","72.826","","0.19%"
"03-02-2021","72.815","72.953","73.012","72.805","","-0.14%"
"02-02-2021","72.917","73.038","73.116","72.907","","-0.28%"
"01-02-2021","73.120","72.908","73.200","72.815","","0.29%"
"29-01-2021","72.906","72.935","73.060","72.829","","-0.05%"
"28-01-2021","72.944","73.033","73.193","72.889","","-0.17%"
"27-01-2021","73.070","72.904","73.092","72.790","","0.21%"
"26-01-2021","72.915","72.943","73.138","72.838","","-0.08%"
"25-01-2021","72.970","72.958","73.016","72.877","","-0.02%"
"22-01-2021","72.985","72.955","73.105","72.915","","0.02%"
"21-01-2021","72.970","72.924","73.056","72.900","","0.08%"
"20-01-2021","72.915","73.195","73.195","72.883","","-0.38%"
"19-01-2021","73.192","73.162","73.306","73.104","","0.01%"
"18-01-2021","73.188","73.128","73.327","73.128","","0.08%"
"15-01-2021","73.130","73.097","73.213","72.995","","0.07%"
"14-01-2021","73.080","73.143","73.240","72.922","","-0.12%"
"13-01-2021","73.170","73.175","73.238","73.065","","-0.08%"
"12-01-2021","73.225","73.497","73.497","73.195","","-0.34%"
"11-01-2021","73.474","73.439","73.600","73.367","","0.18%"
"08-01-2021","73.340","73.440","73.495","73.204","","-0.12%"
"07-01-2021","73.430","73.169","73.475","73.065","","0.40%"
"06-01-2021","73.136","73.184","73.234","73.055","","0.01%"
"05-01-2021","73.130","73.065","73.291","72.987","","0.07%"
"04-01-2021","73.080","73.089","73.125","72.827","","-0.06%"
"01-01-2021","73.125","73.100","73.130","73.025","","0.10%"
"31-12-2020","73.054","73.208","73.232","72.955","","-0.12%"
"30-12-2020","73.144","73.358","73.413","73.135","","-0.36%"
"29-12-2020","73.405","73.555","73.555","73.310","","-0.19%"
"28-12-2020","73.548","73.558","73.609","73.454","","-0.01%"
"25-12-2020","73.558","73.558","73.558","73.558","","0.00%"
"24-12-2020","73.555","73.805","73.845","73.517","","-0.30%"
"23-12-2020","73.780","73.910","73.910","73.660","","-0.10%"
"22-12-2020","73.854","73.938","73.948","73.802","","-0.24%"
"21-12-2020","74.028","73.575","74.105","73.575","","0.62%"
"18-12-2020","73.575","73.525","73.582","73.475","","0.07%"
"17-12-2020","73.525","73.585","73.627","73.367","","-0.16%"
"16-12-2020","73.640","73.527","73.660","73.457","","0.11%"
"15-12-2020","73.558","73.666","73.674","73.537","","-0.11%"
"14-12-2020","73.640","73.746","73.746","73.450","","-0.13%"
"11-12-2020","73.738","73.712","73.809","73.526","","-0.01%"
"10-12-2020","73.745","73.725","73.777","73.625","","0.02%"
"09-12-2020","73.730","73.697","73.730","73.520","","0.01%"
"08-12-2020","73.725","73.813","73.841","73.505","","-0.07%"
"07-12-2020","73.779","73.821","73.993","73.698","","0.00%"
"04-12-2020","73.776","73.878","73.878","73.661","","-0.13%"
"03-12-2020","73.870","73.685","73.982","73.670","","0.14%"
"02-12-2020","73.770","73.490","73.840","73.402","","0.37%"
"01-12-2020","73.500","74.023","74.023","73.458","","-0.68%"
"30-11-2020","74.000","73.943","74.020","73.870","","0.09%"
"27-11-2020","73.935","73.834","74.113","73.724","","0.13%"
"26-11-2020","73.837","73.776","73.906","73.714","","0.07%"
"25-11-2020","73.789","73.965","74.020","73.743","","-0.39%"
"24-11-2020","74.079","74.244","74.244","73.861","","-0.24%"
"23-11-2020","74.260","74.128","74.279","74.005","","0.19%"
"20-11-2020","74.120","74.150","74.213","74.062","","0.01%"
"19-11-2020","74.110","74.300","74.348","74.096","","-0.01%"
"18-11-2020","74.120","74.470","74.530","74.066","","-0.48%"
"17-11-2020","74.480","74.340","74.640","74.340","","0.13%"
"16-11-2020","74.380","74.598","74.598","74.380","","-0.27%"
"13-11-2020","74.582","74.656","74.724","74.472","","-0.14%"
"12-11-2020","74.685","74.415","74.754","74.350","","0.30%"
"11-11-2020","74.462","74.172","74.543","74.172","","0.23%"
"10-11-2020","74.290","73.940","74.483","73.930","","0.34%"
"09-11-2020","74.035","73.979","74.175","73.634","","0.08%"
"06-11-2020","73.976","74.012","74.270","73.842","","0.07%"
"05-11-2020","73.925","74.310","74.420","73.925","","-0.60%"
"04-11-2020","74.368","74.586","74.998","74.325","","-0.34%"
"03-11-2020","74.625","74.427","74.631","74.254","","0.15%"
"02-11-2020","74.510","74.575","74.575","74.265","","-0.08%"
"30-10-2020","74.567","74.308","74.716","74.243","","0.25%"
"29-10-2020","74.380","74.227","74.533","73.937","","0.26%"
"28-10-2020","74.190","73.729","74.279","73.647","","0.77%"
"27-10-2020","73.624","73.929","74.000","73.595","","-0.47%"
"26-10-2020","73.970","73.850","74.123","73.697","","0.17%"
"23-10-2020","73.842","73.653","73.899","73.476","","0.23%"
"22-10-2020","73.670","73.660","73.807","73.520","","0.10%"
"21-10-2020","73.600","73.435","73.771","73.357","","0.20%"
"20-10-2020","73.450","73.325","73.564","73.290","","0.12%"
"19-10-2020","73.360","73.452","73.452","73.281","","-0.11%"
"16-10-2020","73.444","73.384","73.444","73.249","","0.01%"
"15-10-2020","73.435","73.305","73.533","73.209","","0.25%"
"14-10-2020","73.255","73.405","73.475","73.189","","-0.21%"
"13-10-2020","73.410","73.359","73.483","73.247","","0.06%"
"12-10-2020","73.364","73.014","73.419","73.014","","0.47%"
"09-10-2020","73.020","73.150","73.265","72.966","","-0.38%"
"08-10-2020","73.300","73.330","73.376","73.179","","-0.05%"
"07-10-2020","73.335","73.485","73.610","73.245","","-0.14%"
"06-10-2020","73.441","73.097","73.522","73.097","","0.44%"
"05-10-2020","73.117","73.300","73.486","73.067","","-0.24%"
"02-10-2020","73.295","73.242","73.453","73.242","","0.11%"
"01-10-2020","73.218","73.614","73.630","73.023","","-0.48%"
"30-09-2020","73.570","73.822","73.870","73.531","","-0.26%"
"29-09-2020","73.760","73.790","73.920","73.717","","-0.01%"
"28-09-2020","73.765","73.698","73.865","73.540","","0.11%"
"25-09-2020","73.685","73.735","73.785","73.571","","-0.30%"
"24-09-2020","73.910","73.840","74.057","73.770","","0.45%"
"23-09-2020","73.580","73.511","73.640","73.424","","0.08%"
"22-09-2020","73.520","73.580","73.650","73.390","","-0.08%"
"21-09-2020","73.580","73.543","73.640","73.265","","0.05%"
"18-09-2020","73.540","73.471","73.607","73.143","","-0.10%"
"17-09-2020","73.610","73.705","73.790","73.590","","0.09%"
"16-09-2020","73.545","73.585","73.788","73.475","","-0.09%"
"15-09-2020","73.610","73.400","73.740","73.310","","0.31%"
"14-09-2020","73.385","73.493","73.615","73.275","","-0.07%"
"11-09-2020","73.440","73.530","73.620","73.410","","0.00%"
"10-09-2020","73.440","73.453","73.508","73.160","","0.18%"
"09-09-2020","73.310","73.795","73.825","73.310","","-0.60%"
"08-09-2020","73.750","73.630","73.976","73.390","","0.41%"
"07-09-2020","73.447","73.292","73.490","73.028","","0.21%"
"04-09-2020","73.291","73.462","73.492","72.996","","-0.14%"
"03-09-2020","73.391","73.202","73.554","73.151","","0.17%"
"02-09-2020","73.269","73.137","73.302","72.892","","0.36%"
"01-09-2020","73.004","73.212","73.221","72.751","","-0.35%"
"31-08-2020","73.257","73.115","73.703","73.043","","0.19%"
"28-08-2020","73.115","73.816","73.876","73.115","","-1.07%"
"27-08-2020","73.904","74.290","74.375","73.780","","-0.43%"
"26-08-2020","74.222","74.205","74.463","74.183","","0.00%"
"25-08-2020","74.223","74.112","74.535","74.082","","0.07%"
"24-08-2020","74.169","74.922","74.922","73.949","","-1.01%"
"21-08-2020","74.922","74.962","74.992","74.816","","-0.12%"
"20-08-2020","75.013","74.966","75.131","74.931","","0.22%"
"19-08-2020","74.847","74.642","74.931","74.612","","0.36%"
"18-08-2020","74.575","74.735","74.888","74.575","","-0.23%"
"17-08-2020","74.744","74.875","74.911","74.715","","-0.21%"
"14-08-2020","74.903","74.899","74.994","74.754","","0.12%"
"13-08-2020","74.812","74.751","74.931","74.751","","0.02%"
"12-08-2020","74.795","74.605","74.935","74.605","","0.23%"
"11-08-2020","74.620","74.840","74.875","74.531","","-0.34%"
"10-08-2020","74.875","75.028","75.028","74.860","","-0.20%"
"07-08-2020","75.025","75.078","75.111","74.897","","0.17%"
"06-08-2020","74.900","74.860","75.014","74.785","","0.14%"
"05-08-2020","74.798","74.971","75.012","74.747","","-0.35%"
"04-08-2020","75.061","75.161","75.202","74.955","","-0.16%"
"03-08-2020","75.185","74.921","75.312","74.845","","0.36%"
"31-07-2020","74.918","74.747","74.921","74.682","","0.06%"
"30-07-2020","74.876","74.811","74.954","74.786","","-0.10%"
"29-07-2020","74.948","74.885","74.949","74.690","","0.05%"
"28-07-2020","74.909","74.762","74.939","74.707","","0.15%"
"27-07-2020","74.800","74.768","74.910","74.670","","0.05%"
"24-07-2020","74.760","74.900","74.990","74.694","","-0.07%"
"23-07-2020","74.815","74.605","74.964","74.595","","0.27%"
"22-07-2020","74.610","74.535","74.875","74.510","","0.09%"
"21-07-2020","74.540","74.710","74.880","74.520","","-0.28%"
"20-07-2020","74.750","74.906","75.035","74.740","","-0.20%"
"17-07-2020","74.898","75.194","75.258","74.898","","-0.38%"
"16-07-2020","75.180","75.110","75.300","75.110","","0.07%"
"15-07-2020","75.125","75.305","75.366","75.044","","-0.37%"
"14-07-2020","75.406","75.279","75.558","75.279","","0.26%"
"13-07-2020","75.212","75.218","75.248","75.105","","0.02%"
"10-07-2020","75.195","75.165","75.333","75.144","","0.05%"
"09-07-2020","75.155","74.924","75.155","74.909","","0.28%"
"08-07-2020","74.945","74.838","75.073","74.820","","0.18%"
"07-07-2020","74.810","74.645","74.979","74.635","","0.23%"
"06-07-2020","74.635","74.639","74.830","74.485","","0.00%"
"03-07-2020","74.636","74.597","75.027","74.567","","-0.15%"
"02-07-2020","74.750","75.460","75.540","74.646","","-0.98%"
"01-07-2020","75.490","75.510","75.629","75.466","","-0.07%"
"30-06-2020","75.545","75.523","75.628","75.425","","0.05%"
"29-06-2020","75.510","75.628","75.660","75.458","","-0.15%"
"26-06-2020","75.620","75.580","75.688","75.435","","0.04%"
"25-06-2020","75.587","75.717","75.782","75.503","","-0.10%"
"24-06-2020","75.665","75.486","75.780","75.486","","0.21%"
"23-06-2020","75.503","75.802","75.916","75.455","","-0.38%"
"22-06-2020","75.790","76.268","76.303","75.723","","-0.62%"
"19-06-2020","76.260","76.349","76.373","76.093","","-0.18%"
"18-06-2020","76.400","76.263","76.400","76.046","","0.14%"
"17-06-2020","76.290","76.268","76.370","76.082","","0.05%"
"16-06-2020","76.250","75.865","76.311","75.780","","0.36%"
"15-06-2020","75.979","76.073","76.190","75.936","","-0.09%"
"12-06-2020","76.050","75.992","76.260","75.772","","0.10%"
"11-06-2020","75.971","75.672","75.971","75.579","","0.44%"
"10-06-2020","75.635","75.532","75.676","75.419","","0.17%"
"09-06-2020","75.505","75.458","75.702","75.423","","0.14%"
"08-06-2020","75.400","75.578","75.685","75.400","","-0.21%"
"05-06-2020","75.560","75.432","75.725","75.325","","0.13%"
"04-06-2020","75.459","75.373","75.660","75.355","","0.18%"
"03-06-2020","75.325","75.063","75.555","75.020","","0.30%"
"02-06-2020","75.100","75.553","75.628","74.970","","-0.54%"
"01-06-2020","75.505","75.473","75.773","75.275","","-0.13%"
"29-05-2020","75.605","75.705","75.755","75.448","","-0.07%"
"28-05-2020","75.660","75.812","75.910","75.632","","-0.34%"
"27-05-2020","75.920","75.565","75.988","75.538","","0.61%"
"26-05-2020","75.459","75.868","75.880","75.412","","-0.56%"
"25-05-2020","75.887","75.951","76.110","75.855","","-0.08%"
"22-05-2020","75.950","75.663","76.018","75.633","","0.44%"
"21-05-2020","75.620","75.540","75.833","75.386","","0.09%"
"20-05-2020","75.555","75.705","75.865","75.453","","-0.12%"
"19-05-2020","75.645","75.605","75.795","75.552","","-0.07%"
"18-05-2020","75.700","75.838","76.070","75.639","","-0.17%"
"15-05-2020","75.830","75.521","75.950","75.416","","0.44%"
"14-05-2020","75.495","75.454","75.712","75.335","","0.17%"
"13-05-2020","75.365","75.278","75.510","75.045","","0.40%"
"12-05-2020","75.062","75.971","75.993","75.049","","-1.09%"
"11-05-2020","75.888","75.561","75.948","75.476","","0.47%"
"08-05-2020","75.535","75.611","75.665","75.285","","-0.34%"
"07-05-2020","75.794","76.099","76.152","75.780","","-0.41%"
"06-05-2020","76.105","75.828","76.111","75.653","","0.52%"
"05-05-2020","75.710","75.650","75.870","75.489","","0.09%"
"04-05-2020","75.640","75.758","75.820","75.581","","-0.14%"
"01-05-2020","75.749","75.320","75.805","75.294","","0.89%"
"30-04-2020","75.080","75.405","75.430","74.910","","-0.50%"
"29-04-2020","75.455","76.063","76.110","75.455","","-0.80%"
"28-04-2020","76.065","76.127","76.450","75.815","","-0.22%"
"27-04-2020","76.229","76.270","76.347","76.019","","-0.05%"
"24-04-2020","76.270","75.825","76.488","75.825","","0.49%"
"23-04-2020","75.895","76.468","76.468","75.826","","-0.67%"
"22-04-2020","76.410","76.938","77.018","76.410","","-0.73%"
"21-04-2020","76.975","76.585","77.006","76.585","","0.52%"
"20-04-2020","76.575","76.553","76.680","76.283","","0.03%"
"17-04-2020","76.550","76.829","76.829","76.238","","-0.33%"
"16-04-2020","76.805","76.638","76.927","76.563","","0.31%"
"15-04-2020","76.564","76.038","76.654","75.936","","0.72%"
"14-04-2020","76.015","76.321","76.376","76.015","","-0.31%"
"13-04-2020","76.249","75.881","76.449","75.881","","0.49%"
"10-04-2020","75.879","75.903","75.937","75.849","","-0.55%"
"09-04-2020","76.300","76.103","76.555","76.019","","0.47%"
"08-04-2020","75.945","75.638","76.405","75.638","","0.40%"
"07-04-2020","75.645","75.988","76.008","75.543","","-0.43%"
"06-04-2020","75.975","76.253","76.268","75.902","","-0.35%"
"03-04-2020","76.240","75.954","76.304","75.764","","-0.21%"
"02-04-2020","76.400","76.387","76.431","76.346","","-0.01%"
"01-04-2020","76.404","75.315","76.422","75.315","","1.41%"
"31-03-2020","75.343","75.530","75.685","75.280","","-0.09%"
"30-03-2020","75.410","75.140","75.670","75.093","","-0.08%"
"27-03-2020","75.472","74.603","75.528","74.353","","0.78%"
"26-03-2020","74.889","75.864","75.954","74.889","","-1.95%"
"25-03-2020","76.375","76.375","76.375","76.375","","-0.01%"
"24-03-2020","76.379","76.079","76.386","75.950","","0.06%"
"23-03-2020","76.335","75.380","76.335","75.380","","1.24%"
"20-03-2020","75.399","74.804","75.399","74.704","","0.82%"
"19-03-2020","74.786","74.855","75.311","74.667","","0.32%"
"18-03-2020","74.550","73.974","74.550","73.924","","0.66%"
"17-03-2020","74.062","74.072","74.315","73.858","","0.08%"
"16-03-2020","74.003","74.006","74.359","73.999","","0.22%"
"13-03-2020","73.840","74.561","74.561","73.732","","-0.99%"
"12-03-2020","74.576","74.134","74.579","74.074","","1.21%"
"11-03-2020","73.682","73.792","74.015","73.532","","-0.63%"
"10-03-2020","74.150","74.248","74.248","74.150","","-0.06%"
"09-03-2020","74.196","73.975","74.254","73.850","","0.26%"
"06-03-2020","74.004","73.873","74.073","73.529","","0.68%"
"05-03-2020","73.506","73.518","73.565","73.044","","-0.05%"
"04-03-2020","73.540","73.060","73.640","72.910","","0.67%"
"03-03-2020","73.050","72.480","73.397","72.440","","0.23%"
"02-03-2020","72.882","72.520","72.954","72.028","","0.47%"
"28-02-2020","72.539","71.755","72.574","71.755","","1.23%"
"27-02-2020","71.655","71.645","71.704","71.545","","0.10%"
"26-02-2020","71.580","71.833","71.873","71.532","","-0.33%"
"25-02-2020","71.820","71.870","71.920","71.611","","-0.16%"
"24-02-2020","71.935","71.915","72.015","71.775","","0.08%"
"21-02-2020","71.880","71.665","72.056","71.665","","0.28%"
"20-02-2020","71.680","71.735","71.820","71.530","","0.11%"
"19-02-2020","71.600","71.573","71.600","71.452","","0.02%"
"18-02-2020","71.585","71.415","71.611","71.375","","0.34%"
"17-02-2020","71.340","71.430","71.507","71.260","","-0.26%"
"14-02-2020","71.529","71.294","71.597","71.272","","0.28%"
"13-02-2020","71.330","71.360","71.511","71.254","","0.03%"
"12-02-2020","71.306","71.211","71.391","71.211","","0.03%"
"11-02-2020","71.285","71.235","71.330","71.179","","-0.01%"
"10-02-2020","71.290","71.400","71.457","71.285","","-0.31%"
"07-02-2020","71.515","71.260","71.538","71.213","","0.41%"
"06-02-2020","71.225","71.181","71.300","71.107","","0.05%"
"05-02-2020","71.190","71.110","71.300","71.110","","0.11%"
"04-02-2020","71.115","71.215","71.298","71.090","","-0.29%"
"03-02-2020","71.324","71.523","71.653","71.268","","-0.32%"
"31-01-2020","71.555","71.575","71.578","71.294","","0.01%"
"30-01-2020","71.550","71.420","71.660","71.390","","0.34%"
"29-01-2020","71.310","71.240","71.411","71.165","","0.15%"
"28-01-2020","71.200","71.432","71.432","71.200","","-0.35%"
"27-01-2020","71.450","71.475","71.520","71.373","","0.17%"
"24-01-2020","71.330","71.340","71.371","71.220","","-0.10%"
"23-01-2020","71.400","71.190","71.465","71.169","","0.45%"
"22-01-2020","71.080","71.180","71.265","71.076","","-0.13%"
"21-01-2020","71.170","71.190","71.250","71.121","","0.18%"
"20-01-2020","71.040","71.070","71.160","71.010","","-0.05%"
"17-01-2020","71.079","70.953","71.099","70.933","","0.14%"
"16-01-2020","70.978","70.775","71.007","70.775","","0.36%"
"15-01-2020","70.720","71.000","71.023","70.682","","-0.18%"
"14-01-2020","70.850","70.720","70.975","70.720","","0.20%"
"13-01-2020","70.710","70.805","70.945","70.710","","-0.35%"
"10-01-2020","70.960","71.240","71.260","70.848","","-0.35%"
"09-01-2020","71.210","71.510","71.544","71.134","","-0.42%"
"08-01-2020","71.510","71.954","72.114","71.466","","-0.47%"
"07-01-2020","71.845","71.765","71.923","71.670","","-0.03%"
"06-01-2020","71.867","72.011","72.123","71.834","","0.14%"
"03-01-2020","71.770","71.610","71.844","71.520","","0.59%"
"02-01-2020","71.350","71.235","71.408","71.235","","0.17%"
"01-01-2020","71.227","71.365","71.377","71.225","","-0.18%"
